section,step,protocol,subject,fold,tail_balanced_acc,best_balanced_acc,last_balanced_acc,final_train_acc,status,env,source_log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",9.0,0.0,0.5507,0.6,0.5345,0.7524,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",9.0,1.0,0.5383,0.6286,0.5381,0.7346,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",9.0,2.0,0.4669,0.5881,0.4476,0.7693,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",9.0,3.0,0.5086,0.5798,0.5286,0.7881,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",9.0,4.0,0.5766,0.6667,0.5798,0.7188,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",1.0,,0.5467,0.6167,0.55,0.7105,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",2.0,,0.4633,0.5,0.4667,0.5439,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",3.0,,0.6917,0.7333,0.7,0.6974,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",4.0,,0.46,0.5,0.4833,0.5088,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",5.0,,0.24,0.3167,0.2333,0.4956,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",6.0,,0.3017,0.3667,0.3167,0.4912,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",7.0,,0.6367,0.7167,0.65,0.693,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",8.0,,0.5933,0.65,0.6333,0.6842,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,raw concat,"raw, channel concat, single 80/20 split",9.0,,0.52,0.5667,0.5,0.6316,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_concat_trial_opt/artifacts/train_20260917_182541.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",1.0,,0.5233,0.6,0.5167,0.6842,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",2.0,,0.43,0.45,0.4333,0.5526,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",3.0,,0.675,0.7,0.7,0.7061,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",4.0,,0.485,0.5333,0.4833,0.5307,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",5.0,,0.23,0.35,0.2333,0.4912,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",6.0,,0.3283,0.4,0.3,0.557,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",7.0,,0.6267,0.6833,0.65,0.6491,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",8.0,,0.6083,0.6667,0.55,0.7325,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,recon concat,"recon, channel concat, single 80/20 split",9.0,,0.4667,0.55,0.4667,0.6842,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_concat_trial_opt/artifacts/train_20260917_190143.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",1.0,,0.5083,0.6,0.5,0.6447,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",2.0,,0.4367,0.5,0.45,0.557,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",3.0,,0.5833,0.65,0.55,0.7061,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",4.0,,0.4517,0.5167,0.45,0.5263,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",5.0,,0.2767,0.35,0.2667,0.4912,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",6.0,,0.3667,0.4167,0.35,0.5307,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",7.0,,0.59,0.6333,0.6,0.6974,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",8.0,,0.5917,0.65,0.55,0.7061,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,stamp_bandpow concat,"stamp_bandpow, channel concat, single 80/20 split",9.0,,0.425,0.55,0.4167,0.6272,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_concat_trial_opt/artifacts/train_20260917_200333.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",1.0,,0.4367,0.4833,0.4167,0.9868,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",2.0,,0.3683,0.4333,0.3667,1.0,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",3.0,,0.54,0.5833,0.5333,0.9781,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",4.0,,0.2983,0.35,0.3167,0.9912,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",5.0,,0.2267,0.3,0.2333,0.9956,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",6.0,,0.2433,0.35,0.25,0.9825,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",7.0,,0.3617,0.5,0.3667,0.9956,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",8.0,,0.5533,0.6167,0.5333,0.9956,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat,"z_chan, channel concat, single 80/20 split",9.0,,0.5283,0.6,0.55,1.0,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_concat_trial_opt/artifacts/train_20260917_205249.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",1.0,,0.415,0.4667,0.4167,0.8202,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",2.0,,0.39,0.5,0.3667,0.7982,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",3.0,,0.615,0.6667,0.6167,0.8772,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",4.0,,0.2567,0.3167,0.2667,0.807,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",5.0,,0.2033,0.3167,0.2,0.7325,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",6.0,,0.3283,0.4,0.3167,0.7412,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",7.0,,0.43,0.5,0.45,0.8465,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",8.0,,0.6033,0.65,0.6167,0.8728,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B,z_chan concat z_proj 2,"z_chan, z_proj=2, single 80/20 split",9.0,,0.4783,0.5667,0.4167,0.886,measured,not recorded,output/experiment_b/mesae_v10s_ftB_z_chan_p2_concat_trial_opt/artifacts/train_20260917_233437.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",1.0,,0.6067,0.65,0.6333,0.7632,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",2.0,,0.4733,0.5333,0.5,0.6754,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",3.0,,0.8033,0.8333,0.8167,0.7895,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",4.0,,0.395,0.5333,0.4333,0.7105,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",5.0,,0.3417,0.4,0.35,0.5219,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",6.0,,0.4917,0.55,0.5,0.6798,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",7.0,,0.605,0.65,0.6167,0.8465,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",8.0,,0.7,0.7667,0.7,0.8772,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,raw spatial:8,"raw, spatial filter K=8, single 80/20 split",9.0,,0.51,0.6,0.5,0.7368,measured,not recorded,output/experiment_b/mesae_v10s_ftB_raw_spatial8_trial_opt/artifacts/train_20260917_214500.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",1.0,,0.5667,0.6333,0.5833,0.8289,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",2.0,,0.5367,0.6,0.5,0.7368,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",3.0,,0.825,0.85,0.8,0.7544,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",4.0,,0.385,0.45,0.35,0.7193,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",5.0,,0.2266,0.3167,0.25,0.636,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",6.0,,0.4167,0.5,0.3833,0.6316,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",7.0,,0.62,0.6833,0.6333,0.864,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",8.0,,0.745,0.7833,0.75,0.8465,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,recon spatial:8,"recon, spatial filter K=8, single 80/20 split",9.0,,0.5084,0.6,0.5167,0.7325,measured,not recorded,output/experiment_b/mesae_v10s_ftB_recon_spatial8_trial_opt/artifacts/train_20260917_222414.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",1.0,,0.5717,0.6667,0.6,0.8465,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",2.0,,0.4283,0.5,0.3833,0.7237,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",3.0,,0.7367,0.7833,0.7667,0.7763,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",4.0,,0.3733,0.4833,0.3833,0.75,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",5.0,,0.325,0.4667,0.3,0.6535,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",6.0,,0.3217,0.4,0.25,0.614,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",7.0,,0.6583,0.75,0.7167,0.8904,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",8.0,,0.68,0.75,0.6667,0.8114,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
Experiment B1,stamp_bandpow spatial:8,"stamp_bandpow, spatial filter K=8, single 80/20 split",9.0,,0.6017,0.6167,0.6,0.7632,measured,not recorded,output/experiment_b/mesae_v10s_ftB_stamp_bandpow_spatial8_trial_opt/artifacts/train_20260918_013306.log
ADR 0012,raw,"v5 backbone, per-subject LDA",,,0.513,,,,measured (headline only),not recorded,
ADR 0012,recon,"v5 backbone, per-subject LDA",,,0.516,,,,measured (headline only),not recorded,
ADR 0012,chan_mag,"v5 backbone, per-subject LDA, PCA64",,,0.404,,,,measured (headline only),not recorded,
ADR 0012,pool_mag,"v5 backbone, per-subject LDA (bundled)",,,0.316,,,,measured (headline only),not recorded,
ADR 0012,head_z,"v5 backbone, per-subject LDA (bundled)",,,0.279,,,,measured (headline only),not recorded,
ADR 0012,z_mean,"v5 backbone, per-subject LDA (bundled)",,,0.265,,,,measured (headline only),not recorded,
Experiment A,raw_bandpow,"LDA probe, v10 small, 5-fold CV",,,0.482,,,,measured (headline only),not recorded,
Experiment A,recon_bandpow,"LDA probe, v10 small, 5-fold CV",,,0.49,,,,measured (headline only),not recorded,
Experiment A,stamp_bandpow,"LDA probe, v10 small, 5-fold CV",,,0.454,,,,measured (headline only),not recorded,
Experiment A,chan_mag,"LDA probe, v10 small, 5-fold CV",,,0.359,,,,measured (headline only),not recorded,
Experiment A,z_chan,"LDA probe, v10 small, 5-fold CV",,,0.341,,,,measured (headline only),not recorded,
Experiment C,C0 follow-up (b),"stamp_induced flat weights, 3-fold CV, dropout 0.5 (log no longer on disk)",,,0.468,,,,measured (headline only),"base, no mne (confirmed in run stderr)",
Experiment C,C2,"resolved from existing runs (follow-up (a) 0.476 vs C0 baseline 0.495), no new run",,,,,,,planned/skipped/running,,
Experiment C,C5,cross-stamp coupling: skipped by decision,,,,,,,planned/skipped/running,,
LOSO phase 1,"BCICIV2a/2b/BCICIV1 strict LOSO, C1 vs raw",running,,,,,,,planned/skipped/running,"base, no mne (confirmed in run stderr)",
Phase 2,EEGMMIdb seen/unseen; BETA_4s C1 vs C1+advance; Inria C1 vs C4 vs raw-ERP,planned,,,,,,,planned/skipped/running,eeg_fm (mne),
